Year,Month,Value,city,month_date,treated,time
2021,Sep,4.5,Waco,2021-09-01,0,0
2021,Oct,4.3,Waco,2021-10-01,0,0
2021,Nov,4,Waco,2021-11-01,0,0
2021,Dec,3.6,Waco,2021-12-01,0,0
2022,Jan,4.3,Waco,2022-01-01,0,1
2022,Feb,4,Waco,2022-02-01,0,1
2022,Mar,3.6,Waco,2022-03-01,0,1
2022,Apr,3.3,Waco,2022-04-01,0,1
2022,May,3.5,Waco,2022-05-01,0,1
2022,Jun,4.2,Waco,2022-06-01,0,1
2022,Jul,4,Waco,2022-07-01,0,1
2022,Aug,3.8,Waco,2022-08-01,0,1
2022,Sep,3.5,Waco,2022-09-01,0,1
2022,Oct,3.6,Waco,2022-10-01,0,1
2022,Nov,3.6,Waco,2022-11-01,0,1
2022,Dec,3.5,Waco,2022-12-01,0,1
2023,Jan,4.4,Waco,2023-01-01,0,1
2023,Feb,4.5,Waco,2023-02-01,0,1
2023,Mar,4,Waco,2023-03-01,0,1
2023,Apr,3.5,Waco,2023-04-01,0,1
2023,May,3.6,Waco,2023-05-01,0,1
2023,Jun,4.1,Waco,2023-06-01,0,1
2023,Jul,4,Waco,2023-07-01,0,1
2023,Aug,4,Waco,2023-08-01,0,1
2023,Sep,3.7,Waco,2023-09-01,0,1
2023,Oct,3.5,Waco,2023-10-01,0,1
2023,Nov,3.3,Waco,2023-11-01,0,1
2023,Dec,3.2,Waco,2023-12-01,0,1
2024,Jan,3.9,Waco,2024-01-01,0,1
2024,Feb,4.1,Waco,2024-02-01,0,1
2024,Mar,3.6,Waco,2024-03-01,0,1
2024,Apr,3.2,Waco,2024-04-01,0,1
2024,May,3.6,Waco,2024-05-01,0,1
2024,Jun,4.3,Waco,2024-06-01,0,1
2024,Jul,4.3,Waco,2024-07-01,0,1
2024,Aug,4.2,Waco,2024-08-01,0,1
2024,Sep,3.8,Waco,2024-09-01,0,1
2024,Oct,3.8,Waco,2024-10-01,0,1
2024,Nov,3.8,Waco,2024-11-01,0,1
2024,Dec,3.3,Waco,2024-12-01,0,1
2025,Jan,3.9,Waco,2025-01-01,0,1
2020,Nov,7.3,Albuquerque,2020-11-01,1,0
2020,Dec,7.7,Albuquerque,2020-12-01,1,0
2021,Jan,7.9,Albuquerque,2021-01-01,1,0
2021,Feb,7.5,Albuquerque,2021-02-01,1,0
2021,Mar,7,Albuquerque,2021-03-01,1,0
2021,Apr,7,Albuquerque,2021-04-01,1,0
2021,May,6.7,Albuquerque,2021-05-01,1,0
2021,Jun,7.8,Albuquerque,2021-06-01,1,0
2021,Jul,7.5,Albuquerque,2021-07-01,1,0
2021,Aug,6.4,Albuquerque,2021-08-01,1,0
2021,Sep,5.6,Albuquerque,2021-09-01,1,0
2021,Oct,5.3,Albuquerque,2021-10-01,1,0
2021,Nov,5.1,Albuquerque,2021-11-01,1,0
2021,Dec,4.7,Albuquerque,2021-12-01,1,0
2022,Jan,5.1,Albuquerque,2022-01-01,1,1
2022,Feb,4.5,Albuquerque,2022-02-01,1,1
2022,Mar,3.9,Albuquerque,2022-03-01,1,1
2022,Apr,3.7,Albuquerque,2022-04-01,1,1
2022,May,3.6,Albuquerque,2022-05-01,1,1
2022,Jun,4.3,Albuquerque,2022-06-01,1,1
2022,Jul,4,Albuquerque,2022-07-01,1,1
2022,Aug,3.4,Albuquerque,2022-08-01,1,1
2022,Sep,3.1,Albuquerque,2022-09-01,1,1
2022,Oct,3,Albuquerque,2022-10-01,1,1
2022,Nov,2.9,Albuquerque,2022-11-01,1,1
2022,Dec,2.8,Albuquerque,2022-12-01,1,1
2023,Jan,3.4,Albuquerque,2023-01-01,1,1
2023,Feb,3.3,Albuquerque,2023-02-01,1,1
2023,Mar,2.9,Albuquerque,2023-03-01,1,1
2023,Apr,2.8,Albuquerque,2023-04-01,1,1
2023,May,3.1,Albuquerque,2023-05-01,1,1
2023,Jun,3.9,Albuquerque,2023-06-01,1,1
2023,Jul,4.2,Albuquerque,2023-07-01,1,1
2023,Aug,3.8,Albuquerque,2023-08-01,1,1
2023,Sep,3.5,Albuquerque,2023-09-01,1,1
2023,Oct,3.5,Albuquerque,2023-10-01,1,1
2023,Nov,3.4,Albuquerque,2023-11-01,1,1
2023,Dec,3.2,Albuquerque,2023-12-01,1,1
2024,Jan,3.5,Albuquerque,2024-01-01,1,1
2024,Feb,3.5,Albuquerque,2024-02-01,1,1
2024,Mar,3.2,Albuquerque,2024-03-01,1,1
2024,Apr,3.2,Albuquerque,2024-04-01,1,1
2024,May,3.5,Albuquerque,2024-05-01,1,1
2024,Jun,4.5,Albuquerque,2024-06-01,1,1
2024,Jul,5,Albuquerque,2024-07-01,1,1
2024,Aug,4.3,Albuquerque,2024-08-01,1,1
2024,Sep,3.9,Albuquerque,2024-09-01,1,1
2024,Oct,4,Albuquerque,2024-10-01,1,1
2024,Nov,4,Albuquerque,2024-11-01,1,1
2024,Dec,3.6,Albuquerque,2024-12-01,1,1
2025,Jan,4.2,Albuquerque,2025-01-01,1,1
